# LAMMPS data file written by OVITO Basic 3.7.11
3043 atoms
5 atom types
-44.92 44.92 xlo xhi
-44.92 44.92 ylo yhi
-44.92 44.92 zlo zhi


Atoms  # atomic

1 2 -1.78 -3.56 -19.58 0 0 0
2 1 -3.56 -1.78 -19.58 0 0 0
3 3 -5.34 -10.68 -16.02 0 0 0
4 2 -7.12 -8.9 -16.02 0 0 0
5 3 -1.78 -8.9 -17.8 0 0 0
6 3 -1.78 -10.68 -16.02 0 0 0
7 5 -3.56 -8.9 -16.02 0 0 0
8 3 -8.9 -7.12 -16.02 0 0 0
9 4 -10.68 -5.34 -16.02 0 0 0
10 5 -5.34 -5.34 -17.8 0 0 0
11 5 -5.34 -7.12 -16.02 0 0 0
12 2 -7.12 -5.34 -16.02 0 0 0
13 5 -3.56 -7.12 -17.8 0 0 0
14 4 -1.78 -5.34 -17.8 0 0 0
15 4 -1.78 -7.12 -16.02 0 0 0
16 1 -3.56 -5.34 -16.02 0 0 0
17 1 -8.9 -1.78 -17.8 0 0 0
18 5 -8.9 -3.56 -16.02 0 0 0
19 1 -10.68 -1.78 -16.02 0 0 0
20 4 -7.12 -3.56 -17.8 0 0 0
21 4 -5.34 -1.78 -17.8 0 0 0
22 2 -5.34 -3.56 -16.02 0 0 0
23 4 -7.12 -1.78 -16.02 0 0 0
24 3 -3.56 -3.56 -17.8 0 0 0
25 2 -1.78 -1.78 -17.8 0 0 0
26 4 -1.78 -3.56 -16.02 0 0 0
27 5 -3.56 -1.78 -16.02 0 0 0
28 3 -5.34 -12.46 -14.24 0 0 0
29 1 -5.34 -14.24 -12.46 0 0 0
30 1 -7.12 -12.46 -12.46 0 0 0
31 5 -1.78 -12.46 -14.24 0 0 0
32 1 -1.78 -14.24 -12.46 0 0 0
33 5 -3.56 -12.46 -12.46 0 0 0
34 1 -8.9 -8.9 -14.24 0 0 0
35 3 -8.9 -10.68 -12.46 0 0 0
36 5 -10.68 -8.9 -12.46 0 0 0
37 3 -7.12 -10.68 -14.24 0 0 0
38 1 -5.34 -8.9 -14.24 0 0 0
39 1 -5.34 -10.68 -12.46 0 0 0
40 1 -7.12 -8.9 -12.46 0 0 0
41 2 -3.56 -10.68 -14.24 0 0 0
42 3 -1.78 -8.9 -14.24 0 0 0
43 3 -1.78 -10.68 -12.46 0 0 0
44 5 -3.56 -8.9 -12.46 0 0 0
45 2 -12.46 -5.34 -14.24 0 0 0
46 3 -12.46 -7.12 -12.46 0 0 0
47 5 -14.24 -5.34 -12.46 0 0 0
48 2 -10.68 -7.12 -14.24 0 0 0
49 2 -8.9 -5.34 -14.24 0 0 0
50 2 -8.9 -7.12 -12.46 0 0 0
51 2 -10.68 -5.34 -12.46 0 0 0
52 1 -7.12 -7.12 -14.24 0 0 0
53 3 -5.34 -5.34 -14.24 0 0 0
54 3 -5.34 -7.12 -12.46 0 0 0
55 3 -7.12 -5.34 -12.46 0 0 0
56 5 -3.56 -7.12 -14.24 0 0 0
57 5 -1.78 -5.34 -14.24 0 0 0
58 1 -1.78 -7.12 -12.46 0 0 0
59 3 -3.56 -5.34 -12.46 0 0 0
60 5 -12.46 -1.78 -14.24 0 0 0
61 5 -12.46 -3.56 -12.46 0 0 0
62 4 -14.24 -1.78 -12.46 0 0 0
63 2 -10.68 -3.56 -14.24 0 0 0
64 3 -8.9 -1.78 -14.24 0 0 0
65 3 -8.9 -3.56 -12.46 0 0 0
66 5 -10.68 -1.78 -12.46 0 0 0
67 1 -7.12 -3.56 -14.24 0 0 0
68 4 -5.34 -1.78 -14.24 0 0 0
69 4 -5.34 -3.56 -12.46 0 0 0
70 3 -7.12 -1.78 -12.46 0 0 0
71 1 -3.56 -3.56 -14.24 0 0 0
72 2 -1.78 -1.78 -14.24 0 0 0
73 3 -1.78 -3.56 -12.46 0 0 0
74 1 -3.56 -1.78 -12.46 0 0 0
75 5 -5.34 -16.02 -10.68 0 0 0
76 5 -7.12 -16.02 -8.9 0 0 0
77 4 -1.78 -16.02 -10.68 0 0 0
78 2 -1.78 -17.8 -8.9 0 0 0
79 5 -3.56 -16.02 -8.9 0 0 0
80 2 -8.9 -12.46 -10.68 0 0 0
81 5 -8.9 -14.24 -8.9 0 0 0
82 4 -10.68 -12.46 -8.9 0 0 0
83 3 -7.12 -14.24 -10.68 0 0 0
84 1 -5.34 -12.46 -10.68 0 0 0
85 1 -5.34 -14.24 -8.9 0 0 0
86 1 -7.12 -12.46 -8.9 0 0 0
87 4 -3.56 -14.24 -10.68 0 0 0
88 2 -1.78 -12.46 -10.68 0 0 0
89 2 -1.78 -14.24 -8.9 0 0 0
90 5 -3.56 -12.46 -8.9 0 0 0
91 3 -12.46 -8.9 -10.68 0 0 0
92 2 -12.46 -10.68 -8.9 0 0 0
93 1 -14.24 -8.9 -8.9 0 0 0
94 2 -10.68 -10.68 -10.68 0 0 0
95 3 -8.9 -8.9 -10.68 0 0 0
96 2 -8.9 -10.68 -8.9 0 0 0
97 3 -10.68 -8.9 -8.9 0 0 0
98 2 -7.12 -10.68 -10.68 0 0 0
99 2 -5.34 -8.9 -10.68 0 0 0
100 3 -5.34 -10.68 -8.9 0 0 0
101 2 -7.12 -8.9 -8.9 0 0 0
102 4 -3.56 -10.68 -10.68 0 0 0
103 1 -1.78 -8.9 -10.68 0 0 0
104 4 -1.78 -10.68 -8.9 0 0 0
105 1 -3.56 -8.9 -8.9 0 0 0
106 3 -16.02 -5.34 -10.68 0 0 0
107 1 -16.02 -7.12 -8.9 0 0 0
108 3 -14.24 -7.12 -10.68 0 0 0
109 2 -12.46 -5.34 -10.68 0 0 0
110 2 -12.46 -7.12 -8.9 0 0 0
111 4 -14.24 -5.34 -8.9 0 0 0
112 4 -10.68 -7.12 -10.68 0 0 0
113 2 -8.9 -5.34 -10.68 0 0 0
114 1 -8.9 -7.12 -8.9 0 0 0
115 5 -10.68 -5.34 -8.9 0 0 0
116 5 -7.12 -7.12 -10.68 0 0 0
117 5 -5.34 -5.34 -10.68 0 0 0
118 3 -5.34 -7.12 -8.9 0 0 0
119 3 -7.12 -5.34 -8.9 0 0 0
120 3 -3.56 -7.12 -10.68 0 0 0
121 2 -1.78 -5.34 -10.68 0 0 0
122 1 -1.78 -7.12 -8.9 0 0 0
123 5 -3.56 -5.34 -8.9 0 0 0
124 3 -16.02 -1.78 -10.68 0 0 0
125 4 -16.02 -3.56 -8.9 0 0 0
126 5 -17.8 -1.78 -8.9 0 0 0
127 3 -14.24 -3.56 -10.68 0 0 0
128 3 -12.46 -1.78 -10.68 0 0 0
129 3 -12.46 -3.56 -8.9 0 0 0
130 4 -14.24 -1.78 -8.9 0 0 0
131 1 -10.68 -3.56 -10.68 0 0 0
132 4 -8.9 -1.78 -10.68 0 0 0
133 1 -8.9 -3.56 -8.9 0 0 0
134 5 -10.68 -1.78 -8.9 0 0 0
135 3 -7.12 -3.56 -10.68 0 0 0
136 3 -5.34 -1.78 -10.68 0 0 0
137 3 -5.34 -3.56 -8.9 0 0 0
138 4 -7.12 -1.78 -8.9 0 0 0
