# LAMMPS data file written by OVITO Basic 3.7.11
5775 atoms
5 atom types
-49.92 49.92 xlo xhi
-49.92 49.92 ylo yhi
-49.92 49.92 zlo zhi


Atoms  # atomic

1 3 -5.34 -7.12 -23.14 0 0 0
2 1 -7.12 -5.34 -23.14 0 0 0
3 5 -1.78 -7.12 -23.14 0 0 0
4 1 -3.56 -5.34 -23.14 0 0 0
5 3 -5.34 -3.56 -23.14 0 0 0
6 3 -7.12 -1.78 -23.14 0 0 0
7 1 -1.78 -3.56 -23.14 0 0 0
8 2 -3.56 -1.78 -23.14 0 0 0
9 3 -5.34 -14.24 -19.58 0 0 0
10 4 -7.12 -12.46 -19.58 0 0 0
11 5 -1.78 -12.46 -21.36 0 0 0
12 3 -1.78 -14.24 -19.58 0 0 0
13 3 -3.56 -12.46 -19.58 0 0 0
14 2 -8.9 -8.9 -21.36 0 0 0
15 4 -8.9 -10.68 -19.58 0 0 0
16 5 -10.68 -8.9 -19.58 0 0 0
17 4 -7.12 -10.68 -21.36 0 0 0
18 5 -5.34 -8.9 -21.36 0 0 0
19 1 -5.34 -10.68 -19.58 0 0 0
20 3 -7.12 -8.9 -19.58 0 0 0
21 1 -3.56 -10.68 -21.36 0 0 0
22 5 -1.78 -8.9 -21.36 0 0 0
23 4 -1.78 -10.68 -19.58 0 0 0
24 5 -3.56 -8.9 -19.58 0 0 0
25 2 -12.46 -7.12 -19.58 0 0 0
26 5 -14.24 -5.34 -19.58 0 0 0
27 3 -10.68 -7.12 -21.36 0 0 0
28 2 -8.9 -5.34 -21.36 0 0 0
29 4 -8.9 -7.12 -19.58 0 0 0
30 5 -10.68 -5.34 -19.58 0 0 0
31 5 -7.12 -7.12 -21.36 0 0 0
32 5 -5.34 -5.34 -21.36 0 0 0
33 5 -5.34 -7.12 -19.58 0 0 0
34 3 -7.12 -5.34 -19.58 0 0 0
35 1 -3.56 -7.12 -21.36 0 0 0
36 2 -1.78 -5.34 -21.36 0 0 0
37 2 -1.78 -7.12 -19.58 0 0 0
38 2 -3.56 -5.34 -19.58 0 0 0
39 4 -12.46 -1.78 -21.36 0 0 0
40 2 -12.46 -3.56 -19.58 0 0 0
41 4 -14.24 -1.78 -19.58 0 0 0
42 5 -10.68 -3.56 -21.36 0 0 0
43 5 -8.9 -1.78 -21.36 0 0 0
44 2 -8.9 -3.56 -19.58 0 0 0
45 5 -10.68 -1.78 -19.58 0 0 0
46 1 -7.12 -3.56 -21.36 0 0 0
47 1 -5.34 -1.78 -21.36 0 0 0
48 4 -5.34 -3.56 -19.58 0 0 0
49 3 -7.12 -1.78 -19.58 0 0 0
50 4 -3.56 -3.56 -21.36 0 0 0
51 3 -1.78 -1.78 -21.36 0 0 0
52 2 -1.78 -3.56 -19.58 0 0 0
53 1 -3.56 -1.78 -19.58 0 0 0
54 4 -5.34 -16.02 -17.8 0 0 0
55 1 -5.34 -17.8 -16.02 0 0 0
56 1 -7.12 -16.02 -16.02 0 0 0
57 1 -1.78 -16.02 -17.8 0 0 0
58 2 -1.78 -17.8 -16.02 0 0 0
59 2 -3.56 -16.02 -16.02 0 0 0
60 4 -12.46 -14.24 -16.02 0 0 0
61 2 -14.24 -12.46 -16.02 0 0 0
62 4 -8.9 -12.46 -17.8 0 0 0
63 4 -8.9 -14.24 -16.02 0 0 0
64 2 -10.68 -12.46 -16.02 0 0 0
65 1 -7.12 -14.24 -17.8 0 0 0
66 3 -5.34 -12.46 -17.8 0 0 0
67 5 -5.34 -14.24 -16.02 0 0 0
68 3 -7.12 -12.46 -16.02 0 0 0
69 3 -3.56 -14.24 -17.8 0 0 0
70 5 -1.78 -12.46 -17.8 0 0 0
71 4 -1.78 -14.24 -16.02 0 0 0
72 5 -3.56 -12.46 -16.02 0 0 0
73 4 -12.46 -8.9 -17.8 0 0 0
74 2 -12.46 -10.68 -16.02 0 0 0
75 3 -14.24 -8.9 -16.02 0 0 0
76 5 -10.68 -10.68 -17.8 0 0 0
77 4 -8.9 -8.9 -17.8 0 0 0
78 4 -8.9 -10.68 -16.02 0 0 0
79 4 -10.68 -8.9 -16.02 0 0 0
80 5 -7.12 -10.68 -17.8 0 0 0
81 2 -5.34 -8.9 -17.8 0 0 0
82 3 -5.34 -10.68 -16.02 0 0 0
83 2 -7.12 -8.9 -16.02 0 0 0
84 3 -3.56 -10.68 -17.8 0 0 0
85 3 -1.78 -8.9 -17.8 0 0 0
86 3 -1.78 -10.68 -16.02 0 0 0
87 5 -3.56 -8.9 -16.02 0 0 0
88 2 -16.02 -5.34 -17.8 0 0 0
89 3 -16.02 -7.12 -16.02 0 0 0
90 1 -17.8 -5.34 -16.02 0 0 0
91 2 -14.24 -7.12 -17.8 0 0 0
92 1 -12.46 -5.34 -17.8 0 0 0
93 4 -12.46 -7.12 -16.02 0 0 0
94 4 -14.24 -5.34 -16.02 0 0 0
95 2 -10.68 -7.12 -17.8 0 0 0
96 1 -8.9 -5.34 -17.8 0 0 0
97 3 -8.9 -7.12 -16.02 0 0 0
98 4 -10.68 -5.34 -16.02 0 0 0
99 2 -7.12 -7.12 -17.8 0 0 0
100 5 -5.34 -5.34 -17.8 0 0 0
101 5 -5.34 -7.12 -16.02 0 0 0
102 2 -7.12 -5.34 -16.02 0 0 0
103 5 -3.56 -7.12 -17.8 0 0 0
104 4 -1.78 -5.34 -17.8 0 0 0
105 4 -1.78 -7.12 -16.02 0 0 0
106 1 -3.56 -5.34 -16.02 0 0 0
107 5 -16.02 -1.78 -17.8 0 0 0
108 5 -16.02 -3.56 -16.02 0 0 0
109 1 -17.8 -1.78 -16.02 0 0 0
110 3 -14.24 -3.56 -17.8 0 0 0
111 5 -12.46 -1.78 -17.8 0 0 0
112 4 -12.46 -3.56 -16.02 0 0 0
113 3 -14.24 -1.78 -16.02 0 0 0
114 5 -10.68 -3.56 -17.8 0 0 0
115 1 -8.9 -1.78 -17.8 0 0 0
116 5 -8.9 -3.56 -16.02 0 0 0
117 1 -10.68 -1.78 -16.02 0 0 0
118 4 -7.12 -3.56 -17.8 0 0 0
119 4 -5.34 -1.78 -17.8 0 0 0
120 2 -5.34 -3.56 -16.02 0 0 0
121 4 -7.12 -1.78 -16.02 0 0 0
122 3 -3.56 -3.56 -17.8 0 0 0
123 2 -1.78 -1.78 -17.8 0 0 0
124 4 -1.78 -3.56 -16.02 0 0 0
125 5 -3.56 -1.78 -16.02 0 0 0
126 4 -5.34 -19.58 -14.24 0 0 0
127 4 -7.12 -19.58 -12.46 0 0 0
128 1 -1.78 -19.58 -14.24 0 0 0
129 4 -1.78 -21.36 -12.46 0 0 0
130 2 -3.56 -19.58 -12.46 0 0 0
131 5 -12.46 -16.02 -14.24 0 0 0
132 5 -14.24 -16.02 -12.46 0 0 0
133 1 -8.9 -16.02 -14.24 0 0 0
134 2 -8.9 -17.8 -12.46 0 0 0
135 3 -10.68 -16.02 -12.46 0 0 0
136 3 -7.12 -17.8 -14.24 0 0 0
137 3 -5.34 -16.02 -14.24 0 0 0
138 5 -5.34 -17.8 -12.46 0 0 0
139 1 -7.12 -16.02 -12.46 0 0 0
140 4 -3.56 -17.8 -14.24 0 0 0
141 4 -1.78 -16.02 -14.24 0 0 0
142 3 -1.78 -17.8 -12.46 0 0 0
143 3 -3.56 -16.02 -12.46 0 0 0
144 5 -16.02 -12.46 -14.24 0 0 0
145 5 -16.02 -14.24 -12.46 0 0 0
146 1 -14.24 -14.24 -14.24 0 0 0
147 4 -12.46 -12.46 -14.24 0 0 0
148 3 -12.46 -14.24 -12.46 0 0 0
149 4 -14.24 -12.46 -12.46 0 0 0
150 5 -10.68 -14.24 -14.24 0 0 0
151 1 -8.9 -12.46 -14.24 0 0 0
152 5 -8.9 -14.24 -12.46 0 0 0
153 1 -10.68 -12.46 -12.46 0 0 0
154 4 -7.12 -14.24 -14.24 0 0 0
155 3 -5.34 -12.46 -14.24 0 0 0
156 1 -5.34 -14.24 -12.46 0 0 0
157 1 -7.12 -12.46 -12.46 0 0 0
158 3 -3.56 -14.24 -14.24 0 0 0
159 5 -1.78 -12.46 -14.24 0 0 0
160 1 -1.78 -14.24 -12.46 0 0 0
161 5 -3.56 -12.46 -12.46 0 0 0
162 5 -16.02 -8.9 -14.24 0 0 0
163 5 -16.02 -10.68 -12.46 0 0 0
164 5 -17.8 -8.9 -12.46 0 0 0
165 4 -14.24 -10.68 -14.24 0 0 0
166 3 -12.46 -8.9 -14.24 0 0 0
167 3 -12.46 -10.68 -12.46 0 0 0
168 5 -14.24 -8.9 -12.46 0 0 0
